Fight_URL,Event_Name,Event_URL,Fight_Title,Method,Round_Finished,Referee,Stop_Time,F1_URL,F1_First,F1_Last,F1_Status,F1_KD,F1_Total_Str_Landed,F1_Total_Str_Attempted,F1_Sig_Str_Landed,F1_Sig_Str_Attempted,F1_Sig_Str_Head_Landed,F1_Sig_Str_Head_Attempted,F1_Sig_Str_Body_Landed,F1_Sig_Str_Body_Attempted,F1_Sig_Str_Leg_Landed,F1_Sig_Str_Leg_Attempted,F1_Sig_Str_Distance_Landed,F1_Sig_Str_Distance_Attempted,F1_Sig_Str_Clinch_Landed,F1_Sig_Str_Clinch_Attempted,F1_Sig_Str_Ground_Landed,F1_Sig_Str_Ground_Attempted,F1_TD_Landed,F1_TD_Attempted,F1_Sub_Attempted,F1_Rev,F1_CTRL_TIME,F2_URL,F2_First,F2_Last,F2_Status,F2_KD,F2_Total_Str_Landed,F2_Total_Str_Attempted,F2_Sig_Str_Landed,F2_Sig_Str_Attempted,F2_TD_Landed,F2_TD_Attempted,F2_Sub_Attempted,F2_Rev,F2_CTRL_TIME,F2_Sig_Str_Head_Landed,F2_Sig_Str_Head_Attempted,F2_Sig_Str_Body_Landed,F2_Sig_Str_Body_Attempted,F2_Sig_Str_Leg_Landed,F2_Sig_Str_Leg_Attempted,F2_Sig_Str_Distance_Landed,F2_Sig_Str_Distance_Attempted,F2_Sig_Str_Clinch_Landed,F2_Sig_Str_Clinch_Attempted,F2_Sig_Str_Ground_Landed,F2_Sig_Str_Ground_Attempted
http://www.ufcstats.com/fight-details/98a1121ffbc47657,The Ultimate Fighter: Team Rampage vs Team Forrest Finale,http://www.ufcstats.com/event-details/2299605af59fd309,Middleweight Bout,KO/TKO,1,Steve Mazzagatti,1:08,http://www.ufcstats.com/fighter-details/1fd4fbdcc67de844,Drew,McFedries,W,1,22,35,19,32,15,27,3,3,1,2,3,8,15,23,1,1,1,1,0,0,0:05,http://www.ufcstats.com/fighter-details/05866d8c3a321856,Marvin,Eastman,L,0,7,10,3,6,1,3,0,0,0:12,3,6,0,0,0,0,0,1,3,5,0,0
http://www.ufcstats.com/fight-details/92049ba4483fc840,UFC 197: Jones vs Saint Preux,http://www.ufcstats.com/event-details/3d481aa374c954a1,Heavyweight Bout,KO/TKO,1,Mark Smith,4:18,http://www.ufcstats.com/fighter-details/03f982ca3735070c,Walt,Harris,W,1,40,69,31,58,25,51,4,5,2,2,13,30,4,8,14,20,0,0,0,0,0:00,http://www.ufcstats.com/fighter-details/5713c1d2fac539ac,Cody,East,L,0,26,62,26,62,0,0,0,0,0:39,16,47,3,6,7,9,22,53,4,9,0,0
http://www.ufcstats.com/fight-details/c1df212ba092c404,UFC 67: All or Nothing,http://www.ufcstats.com/event-details/63b65af1c5cb02cb,Light Heavyweight Bout,KO/TKO,2,John McCarthy,3:49,http://www.ufcstats.com/fighter-details/ffc088e64fab57e9,Quinton,Jackson,W,1,55,84,45,74,31,59,12,13,2,2,13,34,31,39,1,1,0,1,0,0,1:01,http://www.ufcstats.com/fighter-details/05866d8c3a321856,Marvin,Eastman,L,0,25,64,15,54,0,1,0,0,0:31,9,47,5,5,1,2,5,41,10,13,0,0
http://www.ufcstats.com/fight-details/4aef975838bc19ec,UFC 28: High Stakes,http://www.ufcstats.com/event-details/da6dfd09cca1d705,Welterweight Bout,Decision - Unanimous,2,Mario Yamasaki,5:00,http://www.ufcstats.com/fighter-details/ee457ef1e1c326c1,Ben,Earwood,W,0,64,71,5,9,5,9,0,0,0,0,1,1,0,0,4,8,2,2,0,0,9:47,http://www.ufcstats.com/fighter-details/91acd6910b802a9e,Chris,Lytle,L,0,29,31,2,3,0,0,1,0,0:00,0,1,2,2,0,0,2,3,0,0,0,0
http://www.ufcstats.com/fight-details/7929542a0003799f,UFC 81: Breaking Point,http://www.ufcstats.com/event-details/597db668b01c442c,Middleweight Bout,Decision - Unanimous,3,Yves Lavigne,5:00,http://www.ufcstats.com/fighter-details/05866d8c3a321856,Marvin,Eastman,W,0,72,121,40,89,16,64,15,16,9,9,5,45,35,44,0,0,1,3,0,0,4:14,http://www.ufcstats.com/fighter-details/6a92caba39b64752,Terry,Martin,L,0,74,109,50,85,1,8,0,0,5:34,11,43,26,29,13,13,7,40,43,45,0,0
http://www.ufcstats.com/fight-details/bdad04f0820874b3,DREAM 7: Featherweight Grand Prix 2009 1st Round,http://www.ufcstats.com/event-details/89b8d1bf1ff09d1d,Lightweight Bout,Submission,1,Samio Kimura,4:03,http://www.ufcstats.com/fighter-details/80d918336163b80c,Tatsuya,Kawajiri,W,0,27,35,3,8,1,5,1,1,1,2,1,3,1,2,1,3,2,2,1,0,--,http://www.ufcstats.com/fighter-details/a5b0bd216d8ba84e,Ross,Ebanez,L,0,6,9,3,6,1,1,0,0,--,1,4,2,2,0,0,1,4,2,2,0,0
http://www.ufcstats.com/fight-details/dc9b52352dca15ef,UFC 50: The War Of '04,http://www.ufcstats.com/event-details/ce783bf73b5131f9,Light Heavyweight Bout,KO/TKO,2,Mario Yamasaki,0:33,http://www.ufcstats.com/fighter-details/622f015c81a9b13a,Travis,Lutter,W,1,1,11,1,11,1,11,0,0,0,0,1,11,0,0,0,0,0,1,0,0,0:02,http://www.ufcstats.com/fighter-details/05866d8c3a321856,Marvin,Eastman,L,0,11,46,10,45,0,0,0,0,0:00,3,37,0,0,7,8,9,42,1,3,0,0
http://www.ufcstats.com/fight-details/4efbd869aa0211d2,UFC Fight Night: Lineker vs. Dodson,http://www.ufcstats.com/event-details/a196332ee4aa8a82,Heavyweight Bout,KO/TKO,2,Dave Hagen,2:02,http://www.ufcstats.com/fighter-details/5713c1d2fac539ac,Cody,East,L,0,40,68,21,47,17,43,0,0,4,4,15,38,4,5,2,4,3,3,0,0,0:24,http://www.ufcstats.com/fighter-details/fa6796c55d6c5440,Curtis,Blaydes,W,0,109,149,52,81,5,6,0,0,4:28,41,69,7,8,4,4,10,21,6,12,36,48
http://www.ufcstats.com/fight-details/400aa8a24e1d8997,UFC 43: Meltdown,http://www.ufcstats.com/event-details/108afe61a26bcbf4,Light Heavyweight Bout,KO/TKO,1,John McCarthy,1:07,http://www.ufcstats.com/fighter-details/0ee783aa00e468f0,Vitor,Belfort,W,1,9,12,9,12,8,11,0,0,1,1,1,2,2,2,6,8,0,0,0,0,0:03,http://www.ufcstats.com/fighter-details/05866d8c3a321856,Marvin,Eastman,L,0,1,5,1,5,0,0,0,0,0:00,0,2,0,0,1,3,1,5,0,0,0,0
http://www.ufcstats.com/fight-details/588d17c61e6a34d7,WFA 1,http://www.ufcstats.com/event-details/d3de4a24f7eefac8,Light Heavyweight Bout,Submission,1,Larry Landless,1:02,http://www.ufcstats.com/fighter-details/d897897060f10a3a,Rich,Franklin,W,0,4,7,4,7,0,3,3,3,1,1,1,3,3,4,0,0,0,0,1,0,--,http://www.ufcstats.com/fighter-details/05866d8c3a321856,Marvin,Eastman,L,0,3,5,3,5,1,2,0,0,--,3,5,0,0,0,0,1,2,1,2,1,1
http://www.ufcstats.com/fight-details/245009a9e1a0f60b,UFC Fight Night: Boetsch vs Henderson,http://www.ufcstats.com/event-details/06dc1a58663579d2,Welterweight Bout,KO/TKO,1,Jordan Bass,5:00,http://www.ufcstats.com/fighter-details/32ba186f4b0e3267,Brian,Ebersole,L,0,3,14,2,13,1,7,0,3,1,3,2,13,0,0,0,0,0,1,0,0,0:00,http://www.ufcstats.com/fighter-details/16690d100f995f8f,Omari,Akhmedov,W,0,16,41,15,40,0,0,0,0,0:00,7,26,4,5,4,9,14,37,1,3,0,0
http://www.ufcstats.com/fight-details/69fd05c73b645a62,UFC on FX: Maynard vs Guida,http://www.ufcstats.com/event-details/505934897b8b4824,Welterweight Bout,Decision - Unanimous,3,Kevin Mulhall,5:00,http://www.ufcstats.com/fighter-details/32ba186f4b0e3267,Brian,Ebersole,W,0,90,118,39,59,29,42,6,11,4,6,14,29,6,8,19,22,2,5,0,0,8:15,http://www.ufcstats.com/fighter-details/8f2939f5fd9cca1e,TJ,Waldburger,L,1,33,59,18,41,1,1,4,0,1:44,9,31,6,7,3,3,13,35,4,5,1,1
http://www.ufcstats.com/fight-details/9bec9d2d0dd1d7f7,UFC 167: St-Pierre vs Hendricks,http://www.ufcstats.com/event-details/28f3c2258a1d8874,Welterweight Bout,Decision - Unanimous,3,Herb Dean,5:00,http://www.ufcstats.com/fighter-details/32ba186f4b0e3267,Brian,Ebersole,L,0,42,114,42,114,29,87,6,14,7,13,38,107,4,7,0,0,0,7,0,0,0:25,http://www.ufcstats.com/fighter-details/5b5307450405abf0,Rick,Story,W,1,75,203,71,199,2,2,0,0,1:02,39,149,21,39,11,11,62,178,2,13,7,8
http://www.ufcstats.com/fight-details/fc45644c62643c71,UFC 178: Johnson vs Cariaso,http://www.ufcstats.com/event-details/3bb030257966b022,Welterweight Bout,Decision - Split,3,Chris Tognoni,5:00,http://www.ufcstats.com/fighter-details/fc31f896cde2bc2e,John,Howard,L,0,97,128,42,66,19,40,8,10,15,16,26,40,16,26,0,0,2,4,0,0,4:06,http://www.ufcstats.com/fighter-details/32ba186f4b0e3267,Brian,Ebersole,W,0,104,156,49,94,1,5,0,1,3:17,21,53,7,14,21,27,32,72,13,18,4,4
http://www.ufcstats.com/fight-details/c330107229012260,UFC 149: Faber vs Barao,http://www.ufcstats.com/event-details/abbc4fc02e0d84b3,Welterweight Bout,Decision - Split,3,Mario Yamasaki,5:00,http://www.ufcstats.com/fighter-details/32ba186f4b0e3267,Brian,Ebersole,L,0,51,104,35,88,13,53,9,15,13,20,32,77,1,4,2,7,1,15,0,0,2:54,http://www.ufcstats.com/fighter-details/19a8cce18a1cef9e,James,Head,W,0,62,108,37,83,1,1,1,1,3:16,22,64,13,16,2,3,19,61,17,21,1,1
http://www.ufcstats.com/fight-details/dbe53d31f4c1ccf7,UFC 140: Jones vs Machida,http://www.ufcstats.com/event-details/6d7886b094b471ac,Welterweight Bout,Decision - Split,3,Josh Rosenthal,5:00,http://www.ufcstats.com/fighter-details/56116a79e4deed06,Claude,Patrick,L,0,65,84,28,47,13,27,14,16,1,4,3,15,25,32,0,0,0,3,3,0,1:25,http://www.ufcstats.com/fighter-details/32ba186f4b0e3267,Brian,Ebersole,W,0,53,74,23,39,2,12,0,0,8:59,14,24,2,6,7,9,9,21,10,14,4,4
http://www.ufcstats.com/fight-details/d5e7fe1f5035505c,UFC 127: Penn vs Fitch,http://www.ufcstats.com/event-details/88a9bc81271ccd89,Welterweight Bout,Decision - Unanimous,3,Steve Perceval,5:00,http://www.ufcstats.com/fighter-details/32ba186f4b0e3267,Brian,Ebersole,W,1,73,104,32,61,17,42,9,10,6,9,15,33,8,13,9,15,4,8,1,0,7:34,http://www.ufcstats.com/fighter-details/91acd6910b802a9e,Chris,Lytle,L,0,56,104,24,66,0,0,5,2,1:31,13,48,11,17,0,1,19,54,5,12,0,0
http://www.ufcstats.com/fight-details/27593cd1cda3cc2f,UFC 133: Evans vs Ortiz 2,http://www.ufcstats.com/event-details/f1f9e48a0d150757,Welterweight Bout,KO/TKO,1,Kevin Mulhall,4:28,http://www.ufcstats.com/fighter-details/8a8a84b743ae7699,Dennis,Hallman,L,0,2,4,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0,2:16,http://www.ufcstats.com/fighter-details/32ba186f4b0e3267,Brian,Ebersole,W,0,49,58,19,24,0,0,0,1,2:07,18,23,1,1,0,0,0,0,0,0,19,24
http://www.ufcstats.com/fight-details/d170b5afc5066432,Strikeforce - Shamrock vs. Gracie,http://www.ufcstats.com/event-details/918db42c3637916f,Middleweight Bout,Decision - Unanimous,3,Cecil Peoples,5:00,http://www.ufcstats.com/fighter-details/32ba186f4b0e3267,Brian,Ebersole,W,0,146,180,25,41,13,27,8,9,4,5,13,25,1,2,11,14,3,3,0,1,--,http://www.ufcstats.com/fighter-details/049d698d773eb3e1,Matt,Horwich,L,0,99,127,10,17,1,9,0,0,--,4,11,5,5,1,1,10,16,0,1,0,0
http://www.ufcstats.com/fight-details/5fe5c8cb69d8825e,UFC 174: Johnson vs Bagautinov,http://www.ufcstats.com/event-details/5b5307450405abf0,Bantamweight Bout,Decision - Unanimous,3,Kevin Dornan,5:00,http://www.ufcstats.com/fighter-details/b4eeac608fc82f88,Yves,Jabouin,W,0,81,156,60,132,38,98,21,32,1,2,44,111,13,15,3,6,5,8,0,0,6:51,http://www.ufcstats.com/fighter-details/bc7230f231701d66,Mike,Easton,L,0,110,196,42,121,0,4,0,1,2:55,17,92,18,22,7,7,25,99,10,13,7,9
http://www.ufcstats.com/fight-details/55139052f4641670,UFC Fight Night: Rockhold vs Philippou,http://www.ufcstats.com/event-details/30a09e43f15f1d75,Bantamweight Bout,Decision - Unanimous,3,Dan Miragliotta,5:00,http://www.ufcstats.com/fighter-details/c849740a3ff51931,TJ,Dillashaw,W,0,138,257,117,232,70,180,20,24,27,28,74,161,33,55,10,16,2,5,0,0,4:57,http://www.ufcstats.com/fighter-details/bc7230f231701d66,Mike,Easton,L,0,51,116,46,111,0,2,0,0,0:00,14,69,14,22,18,20,35,96,11,15,0,0
http://www.ufcstats.com/fight-details/4e69c86d09c9f782,UFC on FUEL TV: Mousasi vs Latifi,http://www.ufcstats.com/event-details/6291ac0a3726732f,Bantamweight Bout,Decision - Split,3,Leon Roberts,5:00,http://www.ufcstats.com/fighter-details/c945adc22c2bfe8f,Brad,Pickett,W,0,94,234,68,205,50,183,8,12,10,10,47,170,21,33,0,2,4,7,0,1,4:34,http://www.ufcstats.com/fighter-details/bc7230f231701d66,Mike,Easton,L,0,91,182,71,155,3,8,0,0,2:30,44,119,14,22,13,14,52,123,18,29,1,3
http://www.ufcstats.com/fight-details/b3e520f1092401c1,UFC on FOX: Henderson vs Diaz,http://www.ufcstats.com/event-details/d1e6a6536ee62517,Bantamweight Bout,Decision - Unanimous,3,Steve Newport,5:00,http://www.ufcstats.com/fighter-details/2f13e4020cea5b38,Raphael,Assuncao,W,0,60,159,57,156,28,118,6,12,23,26,45,140,12,16,0,0,0,6,0,0,2:24,http://www.ufcstats.com/fighter-details/bc7230f231701d66,Mike,Easton,L,0,34,159,30,155,0,3,0,0,0:01,7,118,3,14,20,23,29,153,1,2,0,0
http://www.ufcstats.com/fight-details/d7f151f529543431,UFC Live: Cruz vs Johnson,http://www.ufcstats.com/event-details/44f9c777fed7ca03,Bantamweight Bout,KO/TKO,2,Kevin Mulhall,4:52,http://www.ufcstats.com/fighter-details/bc7230f231701d66,Mike,Easton,W,1,36,89,31,84,11,54,6,9,14,21,15,68,12,12,4,4,0,0,0,0,0:58,http://www.ufcstats.com/fighter-details/ecdf14f4f8643d39,Byron,Bloodworth,L,0,21,81,17,77,0,3,0,0,0:44,9,64,2,5,6,8,16,74,1,3,0,0
http://www.ufcstats.com/fight-details/77c1e127c1be9983,UFC on FX: Guillard vs Miller,http://www.ufcstats.com/event-details/4d74641fac830182,Bantamweight Bout,Decision - Majority,3,Mario Yamasaki,5:00,http://www.ufcstats.com/fighter-details/bc7230f231701d66,Mike,Easton,W,0,122,191,85,152,37,95,30,35,18,22,60,124,25,28,0,0,1,3,0,0,2:14,http://www.ufcstats.com/fighter-details/edad57b3dddf2168,Jared,Papazian,L,0,105,220,68,167,0,3,0,0,3:03,43,131,16,25,9,11,55,147,13,20,0,0
http://www.ufcstats.com/fight-details/21751a3cc69e5aae,UFC 148: Silva vs Sonnen 2,http://www.ufcstats.com/event-details/e8efeb9cf33b1941,Bantamweight Bout,Decision - Unanimous,3,Josh Rosenthal,5:00,http://www.ufcstats.com/fighter-details/5755960ebd0b16f6,Ivan,Menjivar,L,0,42,150,40,148,10,98,15,26,15,24,38,145,2,3,0,0,0,1,0,0,0:00,http://www.ufcstats.com/fighter-details/bc7230f231701d66,Mike,Easton,W,0,55,178,46,169,1,2,0,0,0:48,14,116,12,28,20,25,43,165,2,2,1,2
http://www.ufcstats.com/fight-details/816662e622987a14,UFC Fight Night: Dos Anjos vs. Edwards,http://www.ufcstats.com/event-details/9e0f28d1f639ad73,Welterweight Bout,Decision - Unanimous,5,Dan Miragliotta,5:00,http://www.ufcstats.com/fighter-details/6a2f7c151031653d,Rafael,Dos,L,0,129,219,81,169,41,115,17,25,23,29,81,168,0,1,0,0,0,5,0,0,2:23,http://www.ufcstats.com/fighter-details/f1fac969a1d70b08,Leon,Edwards,W,0,113,244,92,215,3,10,0,0,7:17,72,189,14,20,6,6,77,195,12,14,3,6
http://www.ufcstats.com/fight-details/28c70663b99560a8,UFC Fight Night: Cowboy vs. Edwards,http://www.ufcstats.com/event-details/ac5f67109accb482,Welterweight Bout,Decision - Unanimous,5,Leon Roberts,5:00,http://www.ufcstats.com/fighter-details/1d00756835ca67c9,Donald,Cerrone,L,0,64,136,60,131,17,67,30,40,13,24,48,115,11,15,1,1,1,9,0,0,2:43,http://www.ufcstats.com/fighter-details/f1fac969a1d70b08,Leon,Edwards,W,0,101,185,84,166,0,4,0,0,0:48,37,105,19,27,28,34,62,140,22,26,0,0
http://www.ufcstats.com/fight-details/2c13b938e0f8190b,UFC Fight Night: Edwards vs. Muhammad,http://www.ufcstats.com/event-details/8c90c1563972e44d,Welterweight Bout,Could Not Continue,2,Herb Dean,0:18,http://www.ufcstats.com/fighter-details/f1fac969a1d70b08,Leon,Edwards,NC,0,20,40,19,39,10,29,5,6,4,4,19,38,0,1,0,0,0,1,0,0,0:19,http://www.ufcstats.com/fighter-details/b1b0729d27936f2f,Belal,Muhammad,NC,0,14,32,8,26,0,0,0,0,0:33,7,23,1,3,0,0,6,23,2,3,0,0
http://www.ufcstats.com/fight-details/e84fa12d87993ec5,UFC Fight Night: Werdum vs. Volkov,http://www.ufcstats.com/event-details/eed2b71d77d95416,Welterweight Bout,KO/TKO,3,Rich Mitchell,4:59,http://www.ufcstats.com/fighter-details/f1fac969a1d70b08,Leon,Edwards,W,1,71,117,42,86,37,78,5,6,0,2,16,50,1,1,25,35,1,2,0,1,8:21,http://www.ufcstats.com/fighter-details/1fcfc3709fe58151,Peter,Sobotta,L,0,57,90,16,43,1,4,0,0,1:04,8,34,3,4,5,5,15,42,1,1,0,0
http://www.ufcstats.com/fight-details/af5f287198f20eb4,UFC Fight Night: Volkov vs. Struve,http://www.ufcstats.com/event-details/a3244e3238541482,Light Heavyweight Bout,KO/TKO,2,Kevin Sataki,2:32,http://www.ufcstats.com/fighter-details/d6285cba1d1052e0,Bojan,Mihajlovic,L,0,7,21,1,13,1,12,0,1,0,0,1,11,0,1,0,1,0,0,0,0,0:00,http://www.ufcstats.com/fighter-details/37e03538c960bac6,Abdul-Kerim,Edilov,W,0,150,210,77,125,2,2,1,0,5:31,59,105,16,17,2,3,9,22,6,12,62,91
http://www.ufcstats.com/fight-details/e068f14acd47ed69,UFC Fight Night: Till vs. Masvidal,http://www.ufcstats.com/event-details/80eacd4da0617c57,Welterweight Bout,Decision - Split,3,Kevin Sataki,5:00,http://www.ufcstats.com/fighter-details/f1fac969a1d70b08,Leon,Edwards,W,1,47,69,31,49,17,30,13,17,1,2,4,16,16,19,11,14,2,3,0,0,3:29,http://www.ufcstats.com/fighter-details/fd55393021a8c255,Gunnar,Nelson,L,0,27,38,9,18,3,4,0,0,4:23,3,10,4,5,2,3,4,12,5,6,0,0
http://www.ufcstats.com/fight-details/7303ae36077411d9,UFC Fight Night: Volkov vs. Struve,http://www.ufcstats.com/event-details/a3244e3238541482,Welterweight Bout,Decision - Unanimous,3,Neil Hall,5:00,http://www.ufcstats.com/fighter-details/f1fac969a1d70b08,Leon,Edwards,W,0,58,87,23,51,13,40,3,4,7,7,21,49,2,2,0,0,3,6,3,0,8:08,http://www.ufcstats.com/fighter-details/a331233f597090a5,Bryan,Barberena,L,1,115,163,44,87,0,0,1,0,1:25,28,65,9,10,7,12,17,56,23,24,4,7
http://www.ufcstats.com/fight-details/88ce808e4e604180,UFC Fight Night: Manuwa vs. Anderson,http://www.ufcstats.com/event-details/c0231720fe516994,Welterweight Bout,Decision - Unanimous,3,Grant Waterman,5:00,http://www.ufcstats.com/fighter-details/f1fac969a1d70b08,Leon,Edwards,W,0,77,135,53,102,38,81,12,17,3,4,44,86,8,12,1,4,3,12,0,0,5:12,http://www.ufcstats.com/fighter-details/6d4b63c767106d3a,Vicente,Luque,L,0,44,64,24,44,2,7,0,0,5:23,13,30,7,9,4,5,21,41,2,2,1,1
http://www.ufcstats.com/fight-details/6ccf478dca83757e,UFC Fight Night: Overeem vs Arlovski,http://www.ufcstats.com/event-details/a314687f372b2cec,Welterweight Bout,Decision - Unanimous,3,Lukasz Bosacki,5:00,http://www.ufcstats.com/fighter-details/f1fac969a1d70b08,Leon,Edwards,W,0,55,69,24,35,17,28,7,7,0,0,8,17,1,1,15,17,2,3,1,0,3:11,http://www.ufcstats.com/fighter-details/2de91c2244ad7e89,Dominic,Waters,L,0,39,54,3,16,4,12,0,0,7:15,1,12,2,2,0,2,3,15,0,1,0,0
http://www.ufcstats.com/fight-details/47dfd70b5780d68a,UFC 204: Bisping vs. Henderson,http://www.ufcstats.com/event-details/154a6b3ffae264cd,Welterweight Bout,Submission,3,Yves Lavigne,3:01,http://www.ufcstats.com/fighter-details/f1fac969a1d70b08,Leon,Edwards,W,0,31,89,16,72,7,55,7,14,2,3,14,69,2,3,0,0,3,10,1,0,4:32,http://www.ufcstats.com/fighter-details/ff6a1f63c254127e,Albert,Tumenov,L,0,34,86,32,83,0,0,0,0,0:00,28,75,3,7,1,1,31,80,1,3,0,0
http://www.ufcstats.com/fight-details/2f0bfdc3c325662d,UFC on FOX: Dos Anjos vs. Cowboy 2,http://www.ufcstats.com/event-details/80d918336163b80c,Welterweight Bout,Decision - Unanimous,3,Dan Miragliotta,5:00,http://www.ufcstats.com/fighter-details/f1b2aa7853d1ed6e,Kamaru,Usman,W,0,126,163,48,80,28,55,12,15,8,10,11,30,12,15,25,35,6,13,0,0,10:50,http://www.ufcstats.com/fighter-details/f1fac969a1d70b08,Leon,Edwards,L,0,36,67,26,57,0,0,0,0,0:40,17,47,6,7,3,3,17,47,7,8,2,2
http://www.ufcstats.com/fight-details/979538ff8ae1ccd5,UFC Fight Night: Bisping vs Leites,http://www.ufcstats.com/event-details/ef7fa30364cbe7f2,Welterweight Bout,Decision - Unanimous,3,Leon Roberts,5:00,http://www.ufcstats.com/fighter-details/f1fac969a1d70b08,Leon,Edwards,W,1,73,110,36,71,28,60,6,9,2,2,23,54,3,5,10,12,0,4,0,0,7:03,http://www.ufcstats.com/fighter-details/9310418684bc896f,Pawel,Pawlak,L,0,65,120,24,78,0,4,0,0,0:20,10,58,12,18,2,2,20,69,4,8,0,1
http://www.ufcstats.com/fight-details/4b155647201d549e,UFC Fight Night: Rivera vs. Moraes,http://www.ufcstats.com/event-details/d29b5c4f22c6357d,Bantamweight Bout,Submission,2,Kevin MacDonald,2:18,http://www.ufcstats.com/fighter-details/528c24b99fbaab79,Johnny,Eduardo,L,0,37,88,37,88,27,72,3,8,7,8,35,86,2,2,0,0,0,1,0,0,0:03,http://www.ufcstats.com/fighter-details/329e403448756217,Nathaniel,Wood,W,0,33,97,33,97,0,0,1,0,0:41,20,73,3,7,10,17,33,97,0,0,0,0
http://www.ufcstats.com/fight-details/ec0a1c09d1b113b8,UFC Fight Night: Gonzaga vs Cro Cop 2,http://www.ufcstats.com/event-details/5de61b03868035ff,Welterweight Bout,KO/TKO,1,Grant Waterman,0:08,http://www.ufcstats.com/fighter-details/fd5b6598a3b70c0a,Seth,Baczynski,L,0,0,4,0,4,0,3,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0:00,http://www.ufcstats.com/fighter-details/f1fac969a1d70b08,Leon,Edwards,W,1,3,3,3,3,0,0,0,0,0:02,3,3,0,0,0,0,1,1,0,0,2,2
http://www.ufcstats.com/fight-details/02b39d683f027517,UFC Fight Night: Bader vs. Nogueira,http://www.ufcstats.com/event-details/5cde96e0a1a1fffe,Bantamweight Bout,KO/TKO,2,Mario Yamasaki,0:46,http://www.ufcstats.com/fighter-details/528c24b99fbaab79,Johnny,Eduardo,W,1,28,56,26,54,14,38,0,1,12,15,16,42,0,0,10,12,0,0,0,0,0:31,http://www.ufcstats.com/fighter-details/cc6f9d1e89f3449a,Manvel,Gamburyan,L,0,13,26,11,24,0,3,0,0,0:00,6,18,3,3,2,3,8,21,3,3,0,0
http://www.ufcstats.com/fight-details/a3480aa7bdc63c11,UFC Fight Night 56: Shogun vs Saint Preux,http://www.ufcstats.com/event-details/6ca68b636fbc1f18,Welterweight Bout,Decision - Split,3,Mario Yamasaki,5:00,http://www.ufcstats.com/fighter-details/6f7c616b98e18c29,Claudio,Silva,W,0,98,162,34,81,18,59,9,11,7,11,16,46,3,5,15,30,3,9,1,0,7:08,http://www.ufcstats.com/fighter-details/f1fac969a1d70b08,Leon,Edwards,L,0,42,70,33,61,0,0,0,2,1:37,25,52,8,9,0,0,22,49,6,7,5,5
http://www.ufcstats.com/fight-details/36f0c6d7126e09ee,UFC 212: Aldo vs. Holloway,http://www.ufcstats.com/event-details/1507214bbc7a79e2,Bantamweight Bout,KO/TKO,1,Mario Yamasaki,2:57,http://www.ufcstats.com/fighter-details/528c24b99fbaab79,Johnny,Eduardo,L,0,16,30,16,30,11,23,0,1,5,6,16,30,0,0,0,0,0,0,1,0,0:00,http://www.ufcstats.com/fighter-details/2fc7e9701642ca38,Matthew,Lopez,W,0,59,73,43,57,1,1,0,0,1:16,43,57,0,0,0,0,4,12,0,0,39,45
http://www.ufcstats.com/fight-details/23e96ddeb14b5936,UFC Fight Night: Brown vs Silva,http://www.ufcstats.com/event-details/579fcdfcabd23a7b,Bantamweight Bout,KO/TKO,1,Herb Dean,4:37,http://www.ufcstats.com/fighter-details/fc9a9559a05f2704,Eddie,Wineland,L,0,6,56,6,56,3,53,1,1,2,2,6,56,0,0,0,0,0,0,0,0,0:00,http://www.ufcstats.com/fighter-details/528c24b99fbaab79,Johnny,Eduardo,W,1,11,20,11,20,0,3,0,0,0:02,3,11,1,1,7,8,10,19,1,1,0,0
http://www.ufcstats.com/fight-details/fc95c49b69a8d476,UFC on FUEL TV: Korean Zombie vs Poirier,http://www.ufcstats.com/event-details/8caca5857ce0e30b,Bantamweight Bout,Decision - Unanimous,3,Rick McCoy,5:00,http://www.ufcstats.com/fighter-details/a8ea84cbe1655f0a,Jeff,Curran,L,0,31,152,31,152,21,133,5,12,5,7,30,151,1,1,0,0,0,2,0,0,0:00,http://www.ufcstats.com/fighter-details/528c24b99fbaab79,Johnny,Eduardo,W,0,51,154,51,154,0,0,0,0,0:00,25,122,4,4,22,28,49,152,2,2,0,0
http://www.ufcstats.com/fight-details/5574c020655b435e,UFC Fight Night: Namajunas vs. VanZant,http://www.ufcstats.com/event-details/dd39f1ca787a3d9d,Bantamweight Bout,Submission,2,Marc Goddard,4:18,http://www.ufcstats.com/fighter-details/cb696ebfb6598724,Aljamain,Sterling,W,0,49,90,23,61,14,40,6,14,3,7,10,39,1,1,12,21,2,2,1,0,3:29,http://www.ufcstats.com/fighter-details/528c24b99fbaab79,Johnny,Eduardo,L,0,7,27,4,24,0,0,0,0,0:01,0,11,0,5,4,8,4,24,0,0,0,0
http://www.ufcstats.com/fight-details/7b1d63d0e3e12804,UFC 134: Silva vs Okami,http://www.ufcstats.com/event-details/18968f97ad34f15c,Bantamweight Bout,Decision - Unanimous,3,Marc Goddard,5:00,http://www.ufcstats.com/fighter-details/2f13e4020cea5b38,Raphael,Assuncao,W,0,93,143,53,101,32,77,7,9,14,15,31,78,11,11,11,12,3,8,0,0,4:55,http://www.ufcstats.com/fighter-details/528c24b99fbaab79,Johnny,Eduardo,L,0,30,88,28,85,0,0,1,0,0:04,15,61,7,11,6,13,26,83,2,2,0,0
