F1_URL,F1_First,F1_Last,F2_URL,F2_First,F2_Last,Fight_URL,Fight_Date
http://www.ufcstats.com/fighter-details/93fe7332d16c6ad9,Tom,Aaron,http://www.ufcstats.com/fighter-details/343d57cde1a14338,Matt,Ricehouse,,"Dec. 04, 2010"
http://www.ufcstats.com/fighter-details/93fe7332d16c6ad9,Tom,Aaron,http://www.ufcstats.com/fighter-details/377bc9dc0b2745f9,Eric,Steenberg,,"May. 15, 2010"
http://www.ufcstats.com/fighter-details/15df64c02b6b0fde,Danny,Abbadi,http://www.ufcstats.com/fighter-details/04d5718ed2661e8c,Jorge,Gurgel,,"Sep. 23, 2006"
http://www.ufcstats.com/fighter-details/15df64c02b6b0fde,Danny,Abbadi,http://www.ufcstats.com/fighter-details/c8136ab8aa32c974,Kalib,Starnes,,"Jun. 24, 2006"
http://www.ufcstats.com/fighter-details/aa6e591c2a2cdecd,Ricardo,Abreu,http://www.ufcstats.com/fighter-details/92fa1401b7927da3,Jake,Collier,,"Jun. 06, 2015"
http://www.ufcstats.com/fighter-details/aa6e591c2a2cdecd,Ricardo,Abreu,http://www.ufcstats.com/fighter-details/fb79582c410d049e,Wagner,Silva,,"May. 31, 2014"
http://www.ufcstats.com/fighter-details/c9f6385af6df66d7,Papy,Abedi,http://www.ufcstats.com/fighter-details/00debc804e2b1cd4,Dylan,Andrews,,"Aug. 28, 2013"
http://www.ufcstats.com/fighter-details/c9f6385af6df66d7,Papy,Abedi,http://www.ufcstats.com/fighter-details/98ec9f385cca47fc,Besam,Yousef,,"Apr. 06, 2013"
http://www.ufcstats.com/fighter-details/c9f6385af6df66d7,Papy,Abedi,http://www.ufcstats.com/fighter-details/19a8cce18a1cef9e,James,Head,,"Apr. 14, 2012"
http://www.ufcstats.com/fighter-details/c9f6385af6df66d7,Papy,Abedi,http://www.ufcstats.com/fighter-details/31ee470ef5dc8d7f,Thiago,Alves,,"Nov. 05, 2011"
http://www.ufcstats.com/fighter-details/2f5cbecbbe18bac4,Shamil,Abdurakhimov,http://www.ufcstats.com/fighter-details/fa6796c55d6c5440,Curtis,Blaydes,,"Sep. 07, 2019"
http://www.ufcstats.com/fighter-details/2f5cbecbbe18bac4,Shamil,Abdurakhimov,http://www.ufcstats.com/fighter-details/c9cf753cfdf77fc2,Marcin,Tybura,,"Apr. 20, 2019"
http://www.ufcstats.com/fighter-details/2f5cbecbbe18bac4,Shamil,Abdurakhimov,http://www.ufcstats.com/fighter-details/3738e68d2261e60f,Andrei,Arlovski,,"Sep. 15, 2018"
http://www.ufcstats.com/fighter-details/2f5cbecbbe18bac4,Shamil,Abdurakhimov,http://www.ufcstats.com/fighter-details/01b352b6a9074d5c,Chase,Sherman,,"Nov. 25, 2017"
http://www.ufcstats.com/fighter-details/2f5cbecbbe18bac4,Shamil,Abdurakhimov,http://www.ufcstats.com/fighter-details/d3df1add9d9a7efb,Derrick,Lewis,,"Dec. 09, 2016"
http://www.ufcstats.com/fighter-details/2f5cbecbbe18bac4,Shamil,Abdurakhimov,http://www.ufcstats.com/fighter-details/03f982ca3735070c,Walt,Harris,,"Oct. 01, 2016"
http://www.ufcstats.com/fighter-details/2f5cbecbbe18bac4,Shamil,Abdurakhimov,http://www.ufcstats.com/fighter-details/c727c7d31c50c4cf,Anthony,Hamilton,,"Feb. 21, 2016"
http://www.ufcstats.com/fighter-details/2f5cbecbbe18bac4,Shamil,Abdurakhimov,http://www.ufcstats.com/fighter-details/cc900af167fbedfd,Timothy,Johnson,,"Apr. 04, 2015"
http://www.ufcstats.com/fighter-details/5140122c3eecd307,Daichi,Abe,http://www.ufcstats.com/fighter-details/e64b96c07d7ce999,Li,Jingliang,,"Jun. 23, 2018"
http://www.ufcstats.com/fighter-details/5140122c3eecd307,Daichi,Abe,http://www.ufcstats.com/fighter-details/4c288a2b250bb576,Luke,Jumeau,,"Feb. 10, 2018"
http://www.ufcstats.com/fighter-details/5140122c3eecd307,Daichi,Abe,http://www.ufcstats.com/fighter-details/203c957eac95dd87,Hyun,Gyu,,"Sep. 22, 2017"
http://www.ufcstats.com/fighter-details/c0ed7b208197e8de,Hiroyuki,Abe,http://www.ufcstats.com/fighter-details/990060b2a68a7b82,Naoki,Matsushita,,"Aug. 27, 2006"
http://www.ufcstats.com/fighter-details/c0ed7b208197e8de,Hiroyuki,Abe,http://www.ufcstats.com/fighter-details/16d09e800ad7ec79,Luiz,Firmino,,"Jul. 19, 2004"
http://www.ufcstats.com/fighter-details/2620f3eb21c79614,Scott,Adams,http://www.ufcstats.com/fighter-details/b4bc2e3353a770b5,Ian,Freeman,,"Mar. 10, 2000"
http://www.ufcstats.com/fighter-details/1c5879330d42255f,Daniel,Acacio,http://www.ufcstats.com/fighter-details/8ddf9c51c5fdea75,Rousimar,Palhares,,"Dec. 06, 2007"
http://www.ufcstats.com/fighter-details/1c5879330d42255f,Daniel,Acacio,http://www.ufcstats.com/fighter-details/b2acebbef8da14ea,Akihiro,Gono,,"Sep. 25, 2005"
http://www.ufcstats.com/fighter-details/1c5879330d42255f,Daniel,Acacio,http://www.ufcstats.com/fighter-details/5e7a28f20927d64a,Kazuo,Misaki,,"Jul. 17, 2005"
http://www.ufcstats.com/fighter-details/1c5879330d42255f,Daniel,Acacio,http://www.ufcstats.com/fighter-details/4f74c8be51db8a37,Daiju,Takase,,"Apr. 03, 2005"
http://www.ufcstats.com/fighter-details/7279654c7674cd24,Klidson,Abreu,http://www.ufcstats.com/fighter-details/5444c5a201d3ee5a,Jamahal,Hill,,"May. 30, 2020"
http://www.ufcstats.com/fighter-details/7279654c7674cd24,Klidson,Abreu,http://www.ufcstats.com/fighter-details/0d980975001ae3d8,Shamil,Gamzatov,,"Nov. 09, 2019"
http://www.ufcstats.com/fighter-details/7279654c7674cd24,Klidson,Abreu,http://www.ufcstats.com/fighter-details/d156513a19acf856,Sam,Alvey,,"Jul. 20, 2019"
http://www.ufcstats.com/fighter-details/7279654c7674cd24,Klidson,Abreu,http://www.ufcstats.com/fighter-details/d802174b0c0c1f4e,Magomed,Ankalaev,,"Feb. 23, 2019"
http://www.ufcstats.com/fighter-details/b361180739bed4b0,David,Abbott,http://www.ufcstats.com/fighter-details/27541033b97c076d,Kevin,Ferguson,,"Feb. 16, 2008"
http://www.ufcstats.com/fighter-details/b361180739bed4b0,David,Abbott,http://www.ufcstats.com/fighter-details/f0abbb6f3444dae7,Paul,Buentello,,"Oct. 07, 2006"
http://www.ufcstats.com/fighter-details/b361180739bed4b0,David,Abbott,http://www.ufcstats.com/fighter-details/2eae41f61776c60f,Hidehiko,Yoshida,,"Aug. 28, 2005"
http://www.ufcstats.com/fighter-details/b361180739bed4b0,David,Abbott,http://www.ufcstats.com/fighter-details/4e9fb05d7e5e61b8,Wesley,Correira,,"Nov. 21, 2003"
http://www.ufcstats.com/fighter-details/b361180739bed4b0,David,Abbott,http://www.ufcstats.com/fighter-details/08ae5cd9aef7ddd3,Kimo,Leopoldo,,"Jun. 06, 2003"
http://www.ufcstats.com/fighter-details/b361180739bed4b0,David,Abbott,http://www.ufcstats.com/fighter-details/1ff9589f9065a9ed,Frank,Mir,,"Feb. 28, 2003"
http://www.ufcstats.com/fighter-details/b361180739bed4b0,David,Abbott,http://www.ufcstats.com/fighter-details/b44f39a5c6596953,Pedro,Rizzo,,"Oct. 16, 1998"
http://www.ufcstats.com/fighter-details/b361180739bed4b0,David,Abbott,http://www.ufcstats.com/fighter-details/706404da0775dcbc,Hugo,Duarte,,"May. 15, 1998"
http://www.ufcstats.com/fighter-details/b361180739bed4b0,David,Abbott,http://www.ufcstats.com/fighter-details/e06fd1260ac865a7,Yoji,Anjo,,"Dec. 21, 1997"
http://www.ufcstats.com/fighter-details/b361180739bed4b0,David,Abbott,http://www.ufcstats.com/fighter-details/33e33d51f289d2a1,Maurice,Smith,,"Oct. 17, 1997"
http://www.ufcstats.com/fighter-details/b361180739bed4b0,David,Abbott,http://www.ufcstats.com/fighter-details/0ee783aa00e468f0,Vitor,Belfort,,"May. 30, 1997"
http://www.ufcstats.com/fighter-details/b361180739bed4b0,David,Abbott,http://www.ufcstats.com/fighter-details/271fe91f4ba9d2c5,Don,Frye,,"Dec. 07, 1996"
http://www.ufcstats.com/fighter-details/b361180739bed4b0,David,Abbott,http://www.ufcstats.com/fighter-details/13e62d766b709aa6,Steve,Nelmark,,"Dec. 07, 1996"
http://www.ufcstats.com/fighter-details/b361180739bed4b0,David,Abbott,http://www.ufcstats.com/fighter-details/de3ed2e152520c8d,Cal,Worsham,,"Dec. 07, 1996"
http://www.ufcstats.com/fighter-details/b361180739bed4b0,David,Abbott,http://www.ufcstats.com/fighter-details/977081bc01197656,Scott,Ferrozzo,,"Sep. 20, 1996"
http://www.ufcstats.com/fighter-details/b361180739bed4b0,David,Abbott,http://www.ufcstats.com/fighter-details/0e9869d712e81f8f,Sam,Adkins,,"Sep. 20, 1996"
http://www.ufcstats.com/fighter-details/b361180739bed4b0,David,Abbott,http://www.ufcstats.com/fighter-details/c670aa48827d6be6,Dan,Severn,,"Dec. 16, 1995"
http://www.ufcstats.com/fighter-details/b361180739bed4b0,David,Abbott,http://www.ufcstats.com/fighter-details/ad047e3073a775f3,Steve,Jennum,,"Dec. 16, 1995"
http://www.ufcstats.com/fighter-details/b361180739bed4b0,David,Abbott,http://www.ufcstats.com/fighter-details/1dc56b59cb28425d,Oleg,Taktarov,,"Jul. 14, 1995"
http://www.ufcstats.com/fighter-details/b361180739bed4b0,David,Abbott,http://www.ufcstats.com/fighter-details/07a18ae55dfc3cd9,Paul,Varelans,,"Jul. 14, 1995"
http://www.ufcstats.com/fighter-details/b361180739bed4b0,David,Abbott,http://www.ufcstats.com/fighter-details/c933d423ebdbbbdb,John,Matua,,"Jul. 14, 1995"
http://www.ufcstats.com/fighter-details/83b00f7597e5ac83,Juan,Adams,http://www.ufcstats.com/fighter-details/e13abac8089a801a,Justin,Tafa,,"Feb. 08, 2020"
http://www.ufcstats.com/fighter-details/83b00f7597e5ac83,Juan,Adams,http://www.ufcstats.com/fighter-details/85073dbd1be65ed9,Greg,Hardy,,"Jul. 20, 2019"
http://www.ufcstats.com/fighter-details/83b00f7597e5ac83,Juan,Adams,http://www.ufcstats.com/fighter-details/7e511f8d842a109d,Arjan,Bhullar,,"May. 04, 2019"
http://www.ufcstats.com/fighter-details/83b00f7597e5ac83,Juan,Adams,http://www.ufcstats.com/fighter-details/e51ee8ded927fc51,Chris,de,,"Dec. 15, 2018"
http://www.ufcstats.com/fighter-details/83b00f7597e5ac83,Juan,Adams,http://www.ufcstats.com/fighter-details/5bb70ebd65075c5c,Shawn,Teed,,"Jul. 31, 2018"
http://www.ufcstats.com/fighter-details/1338e2c7480bdf9e,Israel,Adesanya,http://www.ufcstats.com/fighter-details/7acbb0972e75281a,Marvin,Vettori,http://www.ufcstats.com/fight-details/6cd44e1b2d093ea4,"Jun. 12, 2021"
http://www.ufcstats.com/fighter-details/1338e2c7480bdf9e,Israel,Adesanya,http://www.ufcstats.com/fighter-details/99df7d0a2a08a8a8,Jan,Blachowicz,,"Mar. 06, 2021"
http://www.ufcstats.com/fighter-details/1338e2c7480bdf9e,Israel,Adesanya,http://www.ufcstats.com/fighter-details/2e5c2aa8e4ab9d82,Paulo,Costa,,"Sep. 26, 2020"
http://www.ufcstats.com/fighter-details/1338e2c7480bdf9e,Israel,Adesanya,http://www.ufcstats.com/fighter-details/f77c68bb4be8516d,Yoel,Romero,,"Mar. 07, 2020"
http://www.ufcstats.com/fighter-details/1338e2c7480bdf9e,Israel,Adesanya,http://www.ufcstats.com/fighter-details/e1147d3d2dabe1ce,Robert,Whittaker,,"Oct. 05, 2019"
http://www.ufcstats.com/fighter-details/1338e2c7480bdf9e,Israel,Adesanya,http://www.ufcstats.com/fighter-details/8c0580d4fff106c1,Kelvin,Gastelum,,"Apr. 13, 2019"
http://www.ufcstats.com/fighter-details/1338e2c7480bdf9e,Israel,Adesanya,http://www.ufcstats.com/fighter-details/1f454354805b6f75,Anderson,Silva,,"Feb. 09, 2019"
http://www.ufcstats.com/fighter-details/1338e2c7480bdf9e,Israel,Adesanya,http://www.ufcstats.com/fighter-details/b1a3e0aca758b322,Derek,Brunson,,"Nov. 03, 2018"
http://www.ufcstats.com/fighter-details/1338e2c7480bdf9e,Israel,Adesanya,http://www.ufcstats.com/fighter-details/0c6d9ea8306c029e,Brad,Tavares,,"Jul. 06, 2018"
http://www.ufcstats.com/fighter-details/1338e2c7480bdf9e,Israel,Adesanya,http://www.ufcstats.com/fighter-details/7acbb0972e75281a,Marvin,Vettori,,"Apr. 14, 2018"
http://www.ufcstats.com/fighter-details/1338e2c7480bdf9e,Israel,Adesanya,http://www.ufcstats.com/fighter-details/826475cc758e60e6,Rob,Wilkinson,,"Feb. 10, 2018"
http://www.ufcstats.com/fighter-details/a77633a989013265,Anthony,Adams,http://www.ufcstats.com/fighter-details/257b0c8d6f199895,Impa,Kasanganay,,"Aug. 11, 2020"
http://www.ufcstats.com/fighter-details/a77633a989013265,Anthony,Adams,http://www.ufcstats.com/fighter-details/887e09328cd63df1,Chibwikem,Onyenegecha,,"Jul. 17, 2018"
http://www.ufcstats.com/fighter-details/79cb2a690b9ba5e8,Zarrukh,Adashev,http://www.ufcstats.com/fighter-details/3cf18e01cb6cbde3,Su,Mudaerji,,"Jan. 20, 2021"
http://www.ufcstats.com/fighter-details/79cb2a690b9ba5e8,Zarrukh,Adashev,http://www.ufcstats.com/fighter-details/6e00cfffd54653c4,Tyson,Nam,,"Jun. 13, 2020"
http://www.ufcstats.com/fighter-details/0e9869d712e81f8f,Sam,Adkins,http://www.ufcstats.com/fighter-details/b361180739bed4b0,David,Abbott,,"Sep. 20, 1996"
http://www.ufcstats.com/fighter-details/0e9869d712e81f8f,Sam,Adkins,http://www.ufcstats.com/fighter-details/6cbb7661c3258617,Felix,Lee,,"Jul. 12, 1996"
http://www.ufcstats.com/fighter-details/0e9869d712e81f8f,Sam,Adkins,http://www.ufcstats.com/fighter-details/271fe91f4ba9d2c5,Don,Frye,,"Feb. 16, 1996"
http://www.ufcstats.com/fighter-details/0e9869d712e81f8f,Sam,Adkins,http://www.ufcstats.com/fighter-details/f62850b3c7480db9,Keith,Mielke,,"Feb. 16, 1996"
http://www.ufcstats.com/fighter-details/ebc5af72ad5a28cb,Nick,Agallar,http://www.ufcstats.com/fighter-details/5f04e3d58d9ce982,Yves,Edwards,,"Nov. 21, 2003"
http://www.ufcstats.com/fighter-details/a08ddd04eaffd81d,Mariya,Agapova,http://www.ufcstats.com/fighter-details/122ac9b816d8b71c,Shana,Dobson,,"Aug. 22, 2020"
http://www.ufcstats.com/fighter-details/a08ddd04eaffd81d,Mariya,Agapova,http://www.ufcstats.com/fighter-details/2244d9a2b64b8c3b,Hannah,Cifers,,"Jun. 13, 2020"
http://www.ufcstats.com/fighter-details/a08ddd04eaffd81d,Mariya,Agapova,http://www.ufcstats.com/fighter-details/68d4a891e5cf2029,Tracy,Cortez,,"Jul. 30, 2019"
http://www.ufcstats.com/fighter-details/cf946e03ba2e7666,Kevin,Aguilar,http://www.ufcstats.com/fighter-details/7832f2f62f04178f,Tucker,Lutz,http://www.ufcstats.com/fight-details/1f2f27b36e79da74,"May. 15, 2021"
http://www.ufcstats.com/fighter-details/cf946e03ba2e7666,Kevin,Aguilar,http://www.ufcstats.com/fighter-details/40093d1d2d78394e,Charles,Rosa,,"Jun. 13, 2020"
http://www.ufcstats.com/fighter-details/cf946e03ba2e7666,Kevin,Aguilar,http://www.ufcstats.com/fighter-details/aceffa19749c4dc0,Zubaira,Tukhugov,,"Feb. 22, 2020"
http://www.ufcstats.com/fighter-details/cf946e03ba2e7666,Kevin,Aguilar,http://www.ufcstats.com/fighter-details/82a5152216251682,Dan,Ige,,"Jun. 22, 2019"
http://www.ufcstats.com/fighter-details/cf946e03ba2e7666,Kevin,Aguilar,http://www.ufcstats.com/fighter-details/be0b310a12eb80b4,Enrique,Barzola,,"Mar. 30, 2019"
http://www.ufcstats.com/fighter-details/cf946e03ba2e7666,Kevin,Aguilar,http://www.ufcstats.com/fighter-details/814ff3018127e8fc,Rick,Glenn,,"Nov. 30, 2018"
http://www.ufcstats.com/fighter-details/cf946e03ba2e7666,Kevin,Aguilar,http://www.ufcstats.com/fighter-details/3a28e1e641366308,Joey,Gomez,,"Jul. 10, 2018"
http://www.ufcstats.com/fighter-details/6cadc0a0ba7dc015,Edwin,Aguilar,http://www.ufcstats.com/fighter-details/8b69839f3555a67b,Martin,Kampmann,,"Jul. 22, 2006"
http://www.ufcstats.com/fighter-details/44aa652b181bcf68,Marcelo,Aguiar,http://www.ufcstats.com/fighter-details/621a6c59f88a44fe,Matt,Hughes,,"Jun. 09, 2000"
http://www.ufcstats.com/fighter-details/8f382b3baa954d2a,Jessica,Aguilar,http://www.ufcstats.com/fighter-details/cd2c4d30c6e13b47,Marina,Rodriguez,,"Mar. 30, 2019"
http://www.ufcstats.com/fighter-details/8f382b3baa954d2a,Jessica,Aguilar,http://www.ufcstats.com/fighter-details/1ebe20ebbfa15e29,Zhang,Weili,,"Nov. 24, 2018"
http://www.ufcstats.com/fighter-details/8f382b3baa954d2a,Jessica,Aguilar,http://www.ufcstats.com/fighter-details/411539901068522f,Jodie,Esquibel,,"Jul. 14, 2018"
http://www.ufcstats.com/fighter-details/8f382b3baa954d2a,Jessica,Aguilar,http://www.ufcstats.com/fighter-details/5f179af5fffeb9f6,Cortney,Casey,,"May. 13, 2017"
http://www.ufcstats.com/fighter-details/8f382b3baa954d2a,Jessica,Aguilar,http://www.ufcstats.com/fighter-details/ec34349e7dffcde7,Claudia,Gadelha,,"Aug. 01, 2015"
http://www.ufcstats.com/fighter-details/ae071698e1a3ccd4,Christian,Aguilera,http://www.ufcstats.com/fighter-details/a53d30163304aa6e,Carlston,Harris,,"May. 08, 2021"
http://www.ufcstats.com/fighter-details/ae071698e1a3ccd4,Christian,Aguilera,http://www.ufcstats.com/fighter-details/45f7cb591c3ab00b,Sean,Brady,,"Aug. 29, 2020"
http://www.ufcstats.com/fighter-details/ae071698e1a3ccd4,Christian,Aguilera,http://www.ufcstats.com/fighter-details/3c5005b66696d790,Anthony,Ivy,,"Jun. 13, 2020"
http://www.ufcstats.com/fighter-details/9e3dbb9c68ed5d1a,Mike,Aina,http://www.ufcstats.com/fighter-details/9766ed20b68c7c33,Billy,Evangelista,,"May. 15, 2009"
http://www.ufcstats.com/fighter-details/9e3dbb9c68ed5d1a,Mike,Aina,http://www.ufcstats.com/fighter-details/f57a8a52ca401ed9,Nick,Diaz,,"Sep. 15, 2007"
http://www.ufcstats.com/fighter-details/2eada40ac8801559,Hitomi,Akano,http://www.ufcstats.com/fighter-details/7be74a12d7352df2,Sara,McMann,,"Jan. 21, 2012"
http://www.ufcstats.com/fighter-details/2eada40ac8801559,Hitomi,Akano,http://www.ufcstats.com/fighter-details/b96619b3acd7d9da,Miesha,Tate,,"Aug. 13, 2010"
http://www.ufcstats.com/fighter-details/2eada40ac8801559,Hitomi,Akano,http://www.ufcstats.com/fighter-details/033343da4c0cff8a,Carina,Damm,,"Aug. 13, 2010"
http://www.ufcstats.com/fighter-details/2eada40ac8801559,Hitomi,Akano,http://www.ufcstats.com/fighter-details/634bb0de2eb043b4,Cristiane,Justino,,"Apr. 11, 2009"
http://www.ufcstats.com/fighter-details/16690d100f995f8f,Omari,Akhmedov,http://www.ufcstats.com/fighter-details/1588b787bda7b540,Tom,Breese,,"Jan. 20, 2021"
http://www.ufcstats.com/fighter-details/16690d100f995f8f,Omari,Akhmedov,http://www.ufcstats.com/fighter-details/3a8176e15b9887c1,Chris,Weidman,,"Aug. 08, 2020"
http://www.ufcstats.com/fighter-details/16690d100f995f8f,Omari,Akhmedov,http://www.ufcstats.com/fighter-details/2e585c701f72fe55,Ian,Heinisch,,"Dec. 14, 2019"
http://www.ufcstats.com/fighter-details/16690d100f995f8f,Omari,Akhmedov,http://www.ufcstats.com/fighter-details/4ba8d454f762005d,Zak,Cummings,,"Sep. 07, 2019"
http://www.ufcstats.com/fighter-details/16690d100f995f8f,Omari,Akhmedov,http://www.ufcstats.com/fighter-details/c80095f6092271a7,Tim,Boetsch,,"Mar. 09, 2019"
http://www.ufcstats.com/fighter-details/16690d100f995f8f,Omari,Akhmedov,http://www.ufcstats.com/fighter-details/7acbb0972e75281a,Marvin,Vettori,,"Dec. 30, 2017"
http://www.ufcstats.com/fighter-details/16690d100f995f8f,Omari,Akhmedov,http://www.ufcstats.com/fighter-details/eae431e70064e046,Abdul,Razak,,"May. 28, 2017"
http://www.ufcstats.com/fighter-details/16690d100f995f8f,Omari,Akhmedov,http://www.ufcstats.com/fighter-details/7339d340aa2889cb,Kyle,Noke,,"Nov. 26, 2016"
http://www.ufcstats.com/fighter-details/16690d100f995f8f,Omari,Akhmedov,http://www.ufcstats.com/fighter-details/8adcbd525fab8d9b,Elizeu,Zaleski,,"Apr. 16, 2016"
http://www.ufcstats.com/fighter-details/16690d100f995f8f,Omari,Akhmedov,http://www.ufcstats.com/fighter-details/1bcaac2d99b90fce,Sergio,Moraes,,"Dec. 10, 2015"
http://www.ufcstats.com/fighter-details/16690d100f995f8f,Omari,Akhmedov,http://www.ufcstats.com/fighter-details/32ba186f4b0e3267,Brian,Ebersole,,"Jun. 06, 2015"
http://www.ufcstats.com/fighter-details/16690d100f995f8f,Omari,Akhmedov,http://www.ufcstats.com/fighter-details/a9bcf8717dd12532,Mats,Nilsson,,"Jan. 03, 2015"
http://www.ufcstats.com/fighter-details/16690d100f995f8f,Omari,Akhmedov,http://www.ufcstats.com/fighter-details/fd55393021a8c255,Gunnar,Nelson,,"Mar. 08, 2014"
http://www.ufcstats.com/fighter-details/16690d100f995f8f,Omari,Akhmedov,http://www.ufcstats.com/fighter-details/c1a5d3843596df92,Thiago,Perpetuo,,"Nov. 09, 2013"
http://www.ufcstats.com/fighter-details/b0550072e5f0afa7,Yoshihiro,Akiyama,http://www.ufcstats.com/fighter-details/4b1d46a1b5c0fd11,Alberto,Mina,,"Nov. 28, 2015"
http://www.ufcstats.com/fighter-details/b0550072e5f0afa7,Yoshihiro,Akiyama,http://www.ufcstats.com/fighter-details/2650e2f846a30f64,Amir,Sadollah,,"Sep. 20, 2014"
http://www.ufcstats.com/fighter-details/b0550072e5f0afa7,Yoshihiro,Akiyama,http://www.ufcstats.com/fighter-details/fe435e440b5de0ff,Jake,Shields,,"Feb. 25, 2012"
http://www.ufcstats.com/fighter-details/b0550072e5f0afa7,Yoshihiro,Akiyama,http://www.ufcstats.com/fighter-details/0ee783aa00e468f0,Vitor,Belfort,,"Aug. 06, 2011"
http://www.ufcstats.com/fighter-details/b0550072e5f0afa7,Yoshihiro,Akiyama,http://www.ufcstats.com/fighter-details/2b93ebd9f5417ad2,Michael,Bisping,,"Oct. 16, 2010"
http://www.ufcstats.com/fighter-details/b0550072e5f0afa7,Yoshihiro,Akiyama,http://www.ufcstats.com/fighter-details/d43a048a880efdff,Chris,Leben,,"Jul. 03, 2010"
http://www.ufcstats.com/fighter-details/b0550072e5f0afa7,Yoshihiro,Akiyama,http://www.ufcstats.com/fighter-details/4130a743d9d22163,Alan,Belcher,,"Jul. 11, 2009"
http://www.ufcstats.com/fighter-details/b0550072e5f0afa7,Yoshihiro,Akiyama,http://www.ufcstats.com/fighter-details/9de7c97e1c0d7927,Masanori,Tonooka,,"Sep. 23, 2008"
http://www.ufcstats.com/fighter-details/b0550072e5f0afa7,Yoshihiro,Akiyama,http://www.ufcstats.com/fighter-details/d4da8995fc91e7ef,Katsuyori,Shibata,,"Jul. 21, 2008"
http://www.ufcstats.com/fighter-details/b0550072e5f0afa7,Yoshihiro,Akiyama,http://www.ufcstats.com/fighter-details/5e7a28f20927d64a,Kazuo,Misaki,,"Dec. 31, 2007"
http://www.ufcstats.com/fighter-details/b0550072e5f0afa7,Yoshihiro,Akiyama,http://www.ufcstats.com/fighter-details/3c241737a6069b9f,Denis,Kang,,"Oct. 28, 2007"
http://www.ufcstats.com/fighter-details/b0550072e5f0afa7,Yoshihiro,Akiyama,http://www.ufcstats.com/fighter-details/9b5b5a75523728f3,Kazushi,Sakuraba,,"Dec. 31, 2006"
http://www.ufcstats.com/fighter-details/b0550072e5f0afa7,Yoshihiro,Akiyama,http://www.ufcstats.com/fighter-details/e5767ed355a937c2,Melvin,Manhoef,,"Oct. 09, 2006"
http://www.ufcstats.com/fighter-details/b0550072e5f0afa7,Yoshihiro,Akiyama,http://www.ufcstats.com/fighter-details/1979c80150f630c4,Kestutis,Smirnovas,,"Oct. 09, 2006"
http://www.ufcstats.com/fighter-details/b0550072e5f0afa7,Yoshihiro,Akiyama,http://www.ufcstats.com/fighter-details/c7ac79839e86ce33,Taiei,Kin,,"Aug. 05, 2006"
http://www.ufcstats.com/fighter-details/b0550072e5f0afa7,Yoshihiro,Akiyama,http://www.ufcstats.com/fighter-details/d5ae8074631762fc,Katsuhiko,Nagata,,"May. 03, 2006"
http://www.ufcstats.com/fighter-details/b0550072e5f0afa7,Yoshihiro,Akiyama,http://www.ufcstats.com/fighter-details/f3155a94ca420126,Tokimitsu,Ishizawa,,"Mar. 15, 2006"
http://www.ufcstats.com/fighter-details/b0550072e5f0afa7,Yoshihiro,Akiyama,http://www.ufcstats.com/fighter-details/02a65a55f25fb4f3,Masakatsu,Okuda,,"Nov. 05, 2005"
http://www.ufcstats.com/fighter-details/b0550072e5f0afa7,Yoshihiro,Akiyama,http://www.ufcstats.com/fighter-details/f1fd8ec1023c89b3,Michael,Lerma,,"Oct. 12, 2005"
http://www.ufcstats.com/fighter-details/b0550072e5f0afa7,Yoshihiro,Akiyama,http://www.ufcstats.com/fighter-details/5ee87e0432205755,Carl,Toomey,,"Jul. 06, 2005"
http://www.ufcstats.com/fighter-details/b0550072e5f0afa7,Yoshihiro,Akiyama,http://www.ufcstats.com/fighter-details/2d0b10789feafddb,Jerome,LeBanner,,"Mar. 26, 2005"
http://www.ufcstats.com/fighter-details/b0550072e5f0afa7,Yoshihiro,Akiyama,http://www.ufcstats.com/fighter-details/545d549d6bf87187,Francois,Botha,,"Dec. 31, 2004"
http://www.ufcstats.com/fighter-details/1cf1310684a841f5,Mostapha,Al-Turk,http://www.ufcstats.com/fighter-details/7691a80e6ca3e55b,Jon,Madsen,,"Apr. 10, 2010"
http://www.ufcstats.com/fighter-details/1cf1310684a841f5,Mostapha,Al-Turk,http://www.ufcstats.com/fighter-details/c32fb8c0f6471a4d,Mirko,Filipovic,,"Jun. 13, 2009"
http://www.ufcstats.com/fighter-details/1cf1310684a841f5,Mostapha,Al-Turk,http://www.ufcstats.com/fighter-details/1eacf73d6a0055dc,Cheick,Kongo,,"Dec. 27, 2008"
http://www.ufcstats.com/fighter-details/2144954270be834d,Javi,Alanis,http://www.ufcstats.com/fighter-details/25b31165758402dd,Adam,Antolin,,"Sep. 13, 2008"
http://www.ufcstats.com/fighter-details/1fc64507a0cb38cf,Rostem,Akman,http://www.ufcstats.com/fighter-details/a845f0735bc67405,Jake,Matthews,,"Oct. 05, 2019"
http://www.ufcstats.com/fighter-details/1fc64507a0cb38cf,Rostem,Akman,http://www.ufcstats.com/fighter-details/90da09db03e41748,Sergey,Khandozhko,,"Jun. 01, 2019"
http://www.ufcstats.com/fighter-details/38b50fd1e1b5b656,Razak,Al-Hassan,http://www.ufcstats.com/fighter-details/b959e8c7fd8390d2,Kyle,Kingsbury,,"Oct. 24, 2009"
http://www.ufcstats.com/fighter-details/38b50fd1e1b5b656,Razak,Al-Hassan,http://www.ufcstats.com/fighter-details/f1f9e48a0d150757,Steve,Cantwell,,"Dec. 10, 2008"
